,price,location,baths,bedrooms,Total_Area
66450,85000000,F-10,7,6,70785.0
66451,85000000,F-10,7,6,70785.0
66452,75000000,F-10,5,4,5445.0
66453,65000000,F-10,6,5,5445.0
66454,13800000,Soan Garden,5,5,1633.506
66455,13800000,Soan Garden,5,5,1633.506
66456,16000000,CBR Town,7,5,1905.757
66458,16000000,CBR Town,7,5,1905.757
66459,26000000,G-9,3,3,1905.757
66460,12000000,Soan Garden,6,5,1633.506
66461,70000000,F-10,6,6,59895.0
66463,37500000,Bahria Town,7,6,81675.0
66465,32500000,DHA Defence,6,6,2722.51
66466,47000000,Bahria Town,7,7,70785.0
66633,47000000,I-8,6,6,2994.7609999999995
66634,9000000,H-13,3,3,1361.255
66635,8000000,Chatha Bakhtawar,6,4,1361.255
66636,11500000,Pakistan Town,4,4,1361.255
66637,65000000,F-6,4,4,48460.67799999999
66638,130000000,F-7,4,4,98010.0
66639,140000000,F-7,8,8,70785.0
66640,120000000,F-7,6,6,70785.0
66641,270000000,F-8,0,0,21780.0
66642,21000000,G-14,4,4,2178.008
66645,8500000,Tarnol,4,4,1361.255
66646,15000000,Tarnol,4,4,70785.0
66647,14500000,Soan Garden,5,5,2178.008
66650,3400000,Arsalan Town,3,3,816.7529999999999
66651,4200000,other,3,2,1361.255
66654,15500000,CBR Town,6,5,1905.757
66655,6500000,Alipur Farash,3,3,1633.506
66656,6000000,Ghauri Town,4,3,1361.255
66658,11000000,B-17,4,4,1361.255
66659,24500000,G-11,5,5,15246.056
66660,15000000,Soan Garden,6,5,1905.757
66661,13800000,Soan Garden,6,5,1633.506
66662,13800000,Soan Garden,6,5,1633.506
66663,32000000,Ghauri Town,7,7,5445.0
66664,9800000,Bhara kahu,6,5,2722.51
66859,15000000,Bahria Town,3,3,15790.558
66860,12500000,Ghauri Town,3,2,1361.255
66862,20500000,G-9,4,5,18240.817
66863,16500000,Soan Garden,8,6,2722.51
66864,19800000,G-9,4,5,15246.056
66865,16500000,Soan Garden,8,6,2722.51
66866,22000000,G-9,4,4,18240.817
66867,24000000,G-9,4,4,18240.817
66868,14500000,PWD Housing Scheme,0,0,2722.51
66869,14200000,PWD Housing Scheme,6,5,2722.51
66872,45000000,F-6,0,0,28858.606
66873,27500000,I-9,5,5,25319.343
66874,14500000,Bahria Town,5,4,1361.255
66875,19500000,DHA Defence,3,3,2994.7609999999995
66876,3500000,Gulshan-e-Khudadad,2,2,816.7529999999999
67052,14500000,Soan Garden,6,5,2178.008
67053,14000000,Soan Garden,6,5,1905.757
67054,13000000,Soan Garden,4,3,2722.51
67056,9500000,Bani Gala,3,2,1361.255
67057,8500000,Bahria Town,8,6,141570.0
67058,38000000,Bahria Town,8,6,141570.0
67060,160000000,F-11,0,10,87120.0
67061,15500000,Pakistan Town,5,4,17151.813
67063,6800000,H-13,3,3,1361.255
67064,3500000,Islamabad Highway,2,2,816.7529999999999
67065,30000000,G-15,7,7,38659.642
67066,10600000,National Police Foundation,4,3,1361.255
67067,16500000,D-12,3,4,1089.004
67068,12000000,Soan Garden,0,0,1633.506
67069,40000000,Kashmir Highway,6,5,2722.51
67070,8500000,H-13,6,5,24230.339
67071,28000000,G-13,6,5,2178.008
67072,12000000,other,0,6,1633.506
67073,11500000,other,0,6,1633.506
67074,26500000,G-11,4,5,1905.757
67075,9700000,PWD Housing Scheme,4,4,1361.255
67076,19000000,PWD Housing Scheme,8,8,3267.012
67077,10700000,Pakistan Town,4,4,1361.255
67297,135000000,G-6,0,0,114345.0
67298,40000000,DHA Defence,5,6,4356.016
67299,380000000,F-6,0,0,21780.0
67301,10000000,Soan Garden,5,4,1905.757
67302,6500000,Soan Garden,2,2,1361.255
67303,17500000,G-13,4,4,1089.004
67304,24000000,CBR Town,6,6,38931.893
67307,18500000,Faisal Town - F-18,6,6,1905.757
67311,135000000,F-8,5,5,98010.0
67312,140000000,F-8,4,4,10890.0
67313,75000000,F-6,3,3,53088.94499999999
67314,85000000,F-8,4,4,5445.0
67315,90000000,G-6,3,3,65340.0
67316,140000000,G-6,4,4,16335.0
67317,10800000,Korang Town,4,4,1633.506
67318,18000000,G-11,4,4,1361.255
67319,16500000,G-11,3,4,1361.255
67320,50000000,DHA Defence,9,7,5445.0
67321,125000000,F-11,6,10,10890.0
67528,9400000,B-17,3,3,1361.255
67529,3500000,DHA Defence,2,2,1361.255
67530,45000000,G-13,5,5,3811.514
67531,15000000,G-11,3,5,1089.004
67532,37500000,G-11,5,5,1905.757
67533,150000000,F-10,7,5,136125.0
67534,130000000,F-7,9,8,5445.0
67535,12000000,Soan Garden,5,5,1633.506
67536,17000000,Soan Garden,6,5,2722.51
67537,16500000,Soan Garden,7,6,2722.51
67538,37500000,DHA Defence,7,6,5445.0
67539,18800000,G-15,4,4,2178.008
67540,42500000,E-11,0,6,2722.51
67541,7600000,DHA Defence,3,3,2178.008
67542,15500000,I-10,0,4,1633.506
67543,11000000,I-10,3,3,11979.043999999998
67544,15000000,I-10,0,3,1361.255
67545,45000000,F-11,5,5,2722.51
67546,27500000,Naval Anchorage,8,6,38659.642
67548,16500000,G-13,0,0,11979.043999999998
67549,46500000,G-13,6,6,38659.642
67727,47500000,DHA Defence,7,6,5445.0
67729,14000000,Soan Garden,5,4,2178.008
67730,38000000,DHA Defence,6,6,5445.0
67734,3000000,DHA Defence,0,2,1361.255
67735,3300000,DHA Defence,0,2,1361.255
67736,3500000,DHA Defence,0,2,1361.255
67737,5800000,DHA Defence,0,3,2178.008
67738,6900000,DHA Defence,0,3,2178.008
67739,7500000,DHA Defence,0,3,2178.008
67740,4600000,DHA Defence,0,3,2178.008
67741,30000000,G-11,5,5,2178.008
67743,22000000,Bahria Town,0,0,2722.51
67745,10000000,Pakistan Town,5,4,1361.255
67746,230000000,F-7,10,11,43560.0
67944,38000000,F-11,4,4,2178.008
67946,8500000,Ghauri Town,6,4,1361.255
67948,8800000,Ghauri Town,4,4,1361.255
67949,13500000,FECHS,5,5,1905.757
67950,11000000,Ghauri Town,5,5,1361.255
67951,14500000,FECHS,5,4,1905.757
67952,14200000,Ghauri Town,5,5,1905.757
67953,7400000,Ghauri Town,3,2,1361.255
67954,45000000,F-11,4,4,2722.51
67955,13500000,G-13,3,3,1089.004
67956,32500000,Bahria Town,5,5,2722.51
67957,14500000,I-10,4,4,1633.506
67958,18500000,I-10,0,0,2178.008
67959,21000000,G-9,0,0,1361.255
67960,31500000,I-10,0,0,1905.757
67961,24000000,I-9,0,0,1633.506
67962,90000000,F-8,4,4,5445.0
67965,25000000,CBR Town,6,6,38659.642
67967,14500000,CBR Town,5,5,2178.008
67968,14500000,CBR Town,6,5,2178.008
67969,14500000,CBR Town,6,5,2178.008
67970,14500000,CBR Town,6,5,2178.008
67971,14500000,CBR Town,6,5,2178.008
67972,14000000,CBR Town,6,5,2178.008
67973,14500000,CBR Town,6,5,2178.008
67977,100000000,F-6,6,6,48460.67799999999
67978,30000000,Bahria Town,5,4,2722.51
67980,7500000,DHA Defence,3,3,2178.008
68232,24000000,I-9,5,4,18240.817
68233,27000000,G-15,6,6,3267.012
68234,75000000,F-10,5,5,5445.0
68235,67500000,F-11,5,5,5445.0
68236,4000000,DHA Defence,2,2,1361.255
68237,13500000,FECHS,6,5,2178.008
68238,85000000,I-8,7,7,5445.0
68239,55000000,I-8,7,7,3267.012
68240,45000000,I-8,3,3,38659.642
68241,105000000,I-8,6,6,65340.0
68242,77500000,I-8,5,5,65340.0
68243,65000000,I-8,6,6,38659.642
68246,23000000,Korang Town,0,0,3267.012
68247,16500000,Korang Town,3,3,3811.514
68248,22500000,Korang Town,6,5,3811.514
68249,18000000,D-12,7,7,15246.056
68250,45000000,Bani Gala,4,4,81675.0
68253,15500000,D-17,0,4,25319.343
68254,13000000,D-17,0,4,19329.821
68255,16000000,D-17,0,4,25319.343
68256,12000000,D-17,0,2,25319.343
68260,38500000,DHA Defence,6,6,5445.0
68262,240000000,F-8,0,5,21780.0
68265,15500000,D-17,0,4,25319.343
68266,13000000,D-17,0,4,19329.821
68267,16000000,D-17,0,4,25319.343
68268,12000000,D-17,0,2,25319.343
68274,55000000,DHA Defence,6,5,5445.0
68275,52500000,G-10,6,6,2722.51
68276,14500000,G-13,5,4,11979.043999999998
68277,35000000,G-10,0,6,2722.51
68278,45000000,G-9,0,6,3267.012
68279,41000000,G-9,0,5,3267.012
68280,42500000,G-9,0,0,3267.012
68282,110000000,F-8,0,0,5445.0
68283,48000000,Bahria Town,6,5,5445.0
68284,48000000,Bahria Town,6,5,5445.0
68495,6500000,DHA Defence,3,3,2178.008
68496,18000000,Pakistan Town,6,6,2722.51
68497,9000000,other,4,4,1361.255
68499,18500000,B-17,0,0,2722.51
68500,4500000,Bhara kahu,4,4,1361.255
68501,145000000,F-7,6,6,59895.0
68504,39500000,DHA Defence,6,5,5445.0
68505,38000000,G-13,7,7,3267.012
68506,16000000,G-13,5,4,1089.004
68507,15700000,G-13,5,4,1089.004
68508,28200000,G-13,6,5,2178.008
68510,17000000,G-13,5,4,1089.004
68511,35000000,G-13,7,6,2722.51
68512,42500000,DHA Defence,5,5,5445.0
68514,18000000,G-11,6,5,53905.698
68515,18000000,G-11,6,5,53905.698
68516,13000000,other,5,6,2722.51
68517,35000000,Lehtarar Road,0,0,92565.0
68518,15500000,I-10,0,0,1633.506
68519,19500000,I-10,0,0,1633.506
68520,21500000,I-10,0,0,1361.255
68521,21500000,I-10,0,0,1361.255
68522,24000000,I-10,0,0,1905.757
68523,12000000,Tarlai,5,4,15246.056
68524,16000000,CBR Town,6,6,38659.642
68525,12000000,I-10,0,0,1361.255
68526,25000000,I-10,0,0,2178.008
68527,55000000,DHA Defence,6,6,5445.0
68528,87500000,F-10,5,5,5445.0
68529,6300000,DHA Defence,3,3,2178.008
68530,8500000,Bani Gala,4,4,1361.255
68754,48000000,DHA Defence,6,6,5445.0
68755,31000000,DHA Defence,7,5,2722.51
68756,30000000,Bahria Town,5,5,2722.51
68759,26500000,G-13,0,4,11979.043999999998
68760,25000000,G-13,0,5,2178.008
68761,21000000,G-13,0,5,2178.008
68762,23000000,G-13,0,4,11979.043999999998
68764,27000000,DHA Defence,6,5,2722.51
68766,135000000,Bani Gala,3,3,21780.0
68767,45000000,DHA Defence,7,6,5445.0
68768,50000000,I-8,6,6,3267.012
68780,80000000,G-14,0,9,70785.0
68781,46000000,I-8,6,6,2994.7609999999995
69052,42500000,E-11,0,6,2722.51
69053,23000000,I-14,0,0,25319.343
69054,55000000,Emaar Canyon Views,5,5,65340.0
69056,45000000,I-8,3,3,2994.7609999999995
69057,13500000,PWD Housing Scheme,6,5,25319.343
69058,85000000,D-12,9,9,65340.0
69060,17000000,D-12,4,4,14701.553999999998
69062,450000000,F-6,0,0,27225.0
69063,11500000,other,3,4,2722.51
69065,3700000,DHA Defence,2,2,1361.255
69066,14500000,F-17,0,0,2178.008
69067,20000000,I-10,5,5,1633.506
69068,15500000,F-17,0,0,2178.008
69069,15000000,other,0,4,1633.506
69070,13000000,Ghauri Town,5,4,1633.506
69074,6500000,Chatha Bakhtawar,2,2,1361.255
69075,23500000,Zaraj Housing Scheme,0,0,33759.124
69076,25000000,Zaraj Housing Scheme,0,8,33759.124
69077,18500000,Zaraj Housing Scheme,0,5,33759.124
69078,15000000,I-10,2,4,1089.004
69079,28000000,G-15,6,6,38659.642
69080,280000000,F-7,8,7,10890.0
69081,147000000,F-7,5,5,5445.0
69082,140000000,F-7,6,6,59895.0
69083,70000000,F-6,5,5,48460.67799999999
69084,85000000,F-6,5,5,59895.0
69085,85000000,F-6,5,5,4356.016
69086,190500000,F-6,4,4,130680.0
69087,350000000,F-7,5,5,21780.0
69088,180000000,F-8,5,5,70785.0
69089,200000000,F-8,5,5,98010.0
69091,150000000,F-8,5,5,10890.0
69092,115000000,F-6,5,5,70785.0
69093,47000000,Bahria Town,5,5,5445.0
69094,5700000,Ghauri Town,0,2,1089.004
69095,32000000,G-15,0,10,38659.642
69098,75000000,I-8,10,10,59895.0
69099,15500000,FECHS,0,0,1905.757
69100,15500000,FECHS,0,0,1905.757
69101,15500000,FECHS,0,0,1905.757
69102,15500000,FECHS,0,0,1905.757
69301,16500000,G-13,5,5,1089.004
69302,41500000,E-11,7,6,2722.51
69304,6400000,DHA Defence,3,3,2178.008
69305,16000000,D-12,3,3,11979.043999999998
69306,85000000,I-8,7,7,65340.0
69308,40000000,I-8,6,6,3267.012
69309,22500000,Margalla Town,7,6,13340.299
69310,60000000,Bahria Town,5,5,5445.0
69311,125000000,F-8,7,7,10890.0
69484,15000000,Bahria Town,3,3,1361.255
69485,34000000,Bahria Town,4,4,3811.514
69501,23000000,G-13,0,0,2178.008
69503,15000000,I-10,5,5,1633.506
69504,15000000,I-10,4,4,1633.506
69506,8000000,Ghauri Town,0,0,1089.004
69507,9500000,Bhara kahu,4,4,1905.757
69508,72500000,DHA Defence,9,7,5445.0
69509,50000000,DHA Defence,6,5,5445.0
69511,44500000,DHA Defence,7,6,5445.0
69513,26500000,I-10,4,5,2722.51
69514,25000000,G-10,4,4,2178.008
69515,16400000,G-13,5,5,1089.004
69518,24800000,G-13,7,6,1905.757
69520,200000000,E-7,4,4,130680.0
69521,250000000,F-7,5,5,174240.0
69523,37500000,G-11,7,6,1905.757
69525,23900000,G-11,5,5,1633.506
69526,9000000,PWD Housing Scheme,4,4,1361.255
69527,13800000,PWD Housing Scheme,6,5,2722.51
69529,23500000,Bahria Town,5,5,2722.51
69530,26500000,G-13,7,7,2178.008
69531,19000000,PWD Housing Scheme,6,6,3267.012
69533,31500000,Bahria Town,6,5,2722.51
69759,26500000,G-13,7,6,1905.757
69760,26500000,G-13,7,6,1905.757
69761,7500000,Ghauri Town,3,3,15246.056
69762,4000000,DHA Defence,2,2,1361.255
69763,26500000,G-13,7,6,1905.757
69769,4600000,Ghauri Town,2,3,816.7529999999999
69772,160000000,F-7,4,4,70785.0
69773,220000000,F-7,6,6,10890.0
69774,55000000,DHA Defence,7,6,5445.0
69775,27500000,G-13,7,7,2178.008
69776,15000000,Pakistan Town,8,6,2722.51
69777,28000000,G-13,5,5,2178.008
69933,40000000,G-13,10,8,3267.012
69934,52000000,DHA Defence,6,6,5445.0
69935,4500000,Shaheen Town,3,2,1361.255
69937,13500000,Swan Garden,5,4,1633.506
69938,32500000,Zaraj Housing Scheme,7,7,3267.012
69939,12000000,Ghauri Town,6,4,1361.255
69962,27000000,G-15,7,7,3811.514
69963,4500000,Ghauri Town,2,2,816.7529999999999
69964,13800000,Bahria Town,3,3,1361.255
69965,39500000,Bahria Town,7,6,87120.0
69966,210000000,F-10,10,11,10890.0
69967,10500000,Ghauri Town,5,4,1361.255
69970,15000000,G-13,5,5,1089.004
69971,4100000,Jhangi Syedan,3,2,1361.255
69972,200000000,E-7,4,4,130680.0
69973,10000000,Bhara kahu,6,8,1633.506
69974,15000000,Green Avenue,4,4,2178.008
69976,8500000,Soan Garden,2,2,1633.506
69977,13000000,Soan Garden,4,4,1633.506
69979,26500000,Bahria Town,6,5,2722.51
69980,26500000,Bahria Town,6,5,2722.51
69981,40000000,Bahria Town,6,6,5445.0
69982,40000000,Bahria Town,6,6,5445.0
69984,8500000,Bani Gala,3,3,2178.008
69985,300000000,F-7,9,9,10890.0
69986,8000000,Ghauri Town,4,3,1361.255
69989,24000000,G-9,3,3,1633.506
69990,21000000,G-9,4,4,1361.255
70210,16500000,Soan Garden,7,6,2722.51
70216,57500000,G-9,4,5,3267.012
70217,13500000,Swan Garden,6,4,1633.506
70219,38000000,G-11,6,6,2178.008
70220,100000000,F-10,6,5,70785.0
70221,14500000,Kashmir Highway,0,0,1089.004
70222,4100000,Bhara kahu,2,2,12251.294999999998
70442,32500000,Bahria Town,10,8,2722.51
70443,38500000,G-9,10,8,2722.51
70444,45000000,E-11,5,5,2450.259
70445,9600000,H-13,5,5,1361.255
70446,10500000,H-13,6,6,1361.255
70447,57500000,E-11,6,6,5445.0
70448,27000000,DHA Defence,6,6,54450.0
70450,13500000,Bahria Town,3,2,1361.255
70451,180000000,F-8,10,10,70785.0
70453,45000000,DHA Defence,7,6,5445.0
70455,12500000,Bhara kahu,6,6,2178.008
70457,11500000,Swan Garden,5,4,1633.506
70459,13500000,Bahria Town,4,3,1361.255
70460,72000000,E-11,8,8,5445.0
70478,160000000,F-6,5,5,141570.0
70479,17000000,D-12,6,5,11979.043999999998
70480,45000000,I-8,3,3,3811.514
70481,13500000,Bahria Town,4,3,1361.255
70482,13000000,Soan Garden,4,3,2722.51
70483,12100000,National Police Foundation O-9,4,4,1361.255
70484,16400000,Soan Garden,8,6,2722.51
70485,57000000,E-11,7,7,5445.0
70487,16400000,Soan Garden,8,6,2722.51
70488,9000000,B-17,0,0,1361.255
70489,16400000,Soan Garden,8,6,2722.51
70490,37700000,DHA Defence,4,4,52544.44299999999
70491,60000000,I-8,7,7,3267.012
70492,57500000,I-8,7,7,3267.012
70679,25000000,Bahria Town,6,5,2722.51
70680,15000000,Bahria Town,4,3,1361.255
70681,154000000,E-11,8,7,10890.0
70682,14000000,Soan Garden,5,5,1905.757
70683,16500000,Swan Garden,7,6,2722.51
70690,4200000,Bani Gala,3,3,9528.785
70691,20000000,Bani Gala,6,6,4083.765
70692,240000000,E-7,6,6,10890.0
70697,15500000,G-13,5,3,11979.043999999998
70925,61000000,G-13,8,7,5445.0
70926,12500000,National Police Foundation O-9,4,4,2722.51
70927,20500000,G-11,4,4,15246.056
70928,14500000,CBR Town,6,5,2178.008
70930,13000000,I-10,3,3,15246.056
70931,70000000,F-10,0,0,5445.0
70932,47500000,I-8,5,5,3267.012
70934,65000000,I-8,7,7,3811.514
70935,2700000,Burma Town,1,2,6806.275
70936,92500000,I-8,6,6,65340.0
70938,40000000,F-17,7,7,5445.0
70939,26000000,F-17,6,6,3811.514
70940,14500000,F-17,4,4,1905.757
70943,26500000,G-13,5,5,1905.757
70944,52500000,DHA Defence,6,6,5445.0
70946,42500000,DHA Defence,6,6,5445.0
71187,160000000,other,7,6,43560.0
71188,7200000,DHA Defence,4,3,2178.008
71189,15000000,Bahria Town,3,3,1361.255
71190,37500000,DHA Defence,4,4,5445.0
71191,18000000,National Police Foundation O-9,4,3,2722.51
71193,11800000,Pakistan Town,4,4,1361.255
71194,30000000,G-11,6,5,2178.008
71195,55000000,F-11,7,6,5445.0
71197,7500000,other,2,1,1361.255
71198,25000000,G-9,4,4,1905.757
71200,90000000,F-6,10,9,4356.016
71202,12100000,National Police Foundation O-9,4,4,1361.255
71206,115000000,F-10,0,0,59895.0
71207,13000000,Emaar Canyon Views,4,3,3267.012
71208,16600000,G-13,5,3,11979.043999999998
71209,2900000,I-14,3,2,816.7529999999999
71425,33000000,G-13,6,5,29675.359
71427,14500000,G-13,4,4,1089.004
71430,56500000,DHA Defence,6,5,5445.0
71431,49500000,Bahria Town,8,7,5445.0
71432,17000000,Bahria Town,5,3,1361.255
71434,3600000,DHA Defence,2,2,1361.255
71435,7500000,DHA Defence,3,3,2178.008
71436,45000000,F-11,6,6,25319.343
71437,15500000,Faisal Town - F-18,6,5,2178.008
71439,18500000,G-15,5,5,2178.008
71440,22000000,DHA Defence,6,5,2722.51
71441,5500000,H-13,2,2,9528.785
71646,49500000,DHA Defence,10,8,5445.0
71647,26000000,Bani Gala,7,5,2722.51
71648,7000000,Shaheen Town,2,2,1361.255
71649,45000000,DHA Defence,8,6,4356.016
71650,17900000,G-15,6,5,2178.008
71656,65000000,F-11,8,7,5445.0
71657,9000000,Bhara kahu,8,6,1633.506
71659,200000000,F-7,7,7,65340.0
71661,7500000,Bhara kahu,3,3,2722.51
71685,3000000,B-17,5,5,1361.255
71686,28500000,DHA Defence,5,5,2722.51
71689,17500000,Zaraj Housing Scheme,5,4,27497.351
71691,240000000,F-8,6,5,21780.0
71692,120000000,F-8,0,4,70785.0
71693,100000000,F-8,0,5,5445.0
71696,85000000,F-7,10,11,5445.0
71924,28500000,Bahria Town,4,4,3539.263
71925,5500000,Ghauri Town,4,5,1361.255
71927,110000000,F-8,0,0,5445.0
71928,88000000,F-7,0,0,5445.0
71930,90000000,F-8,5,5,5445.0
71931,38500000,DHA Defence,0,6,5445.0
71932,24000000,Naval Anchorage,0,0,3811.514
71933,24500000,Naval Anchorage,0,0,3811.514
71934,25000000,Naval Anchorage,0,0,3811.514
71935,100000000,F-6,5,5,70785.0
71936,36500000,G-9,5,5,2722.51
71937,124000000,F-8,4,4,10890.0
71938,25000000,D-12,0,0,1361.255
71939,100000000,D-12,0,0,65340.0
71940,48000000,D-12,0,0,2722.51
71941,24000000,D-12,0,0,1361.255
71942,21000000,D-12,0,0,1089.004
71943,35000000,D-12,0,0,2178.008
71944,27500000,D-12,0,0,1361.255
71945,18000000,D-12,0,0,1089.004
71946,17500000,D-12,0,0,1089.004
71947,100000000,F-7,0,0,70785.0
71948,110000000,F-7,0,0,5445.0
71949,112500000,F-8,0,0,70785.0
71950,120000000,F-6,0,0,59895.0
71951,26500000,G-15,6,6,38659.642
71952,35000000,G-10,0,6,2722.51
71953,45000000,G-9,0,6,3267.012
71954,41000000,G-9,0,5,3267.012
71955,42500000,G-9,0,0,3267.012
71956,6500000,DHA Defence,3,3,2178.008
71957,57500000,DHA Defence,7,6,5445.0
71958,19500000,G-8,0,0,18240.817
71959,22000000,G-9,0,0,2178.008
71960,35000000,G-10,0,0,2722.51
71961,42500000,G-9,0,0,3811.514
71962,42500000,G-9,0,0,3811.514
71968,45000000,DHA Defence,0,0,5445.0
71969,87500000,F-11,6,5,5445.0
71970,260000000,F-6,0,0,174240.0
71971,45000000,DHA Defence,0,0,5445.0
71972,45000000,DHA Defence,0,0,5445.0
71973,45000000,DHA Defence,0,0,5445.0
71974,6500000,Ghauri Town,2,2,1361.255
72188,87500000,F-6,5,5,5445.0
72189,45000000,Bahria Town,6,5,5445.0
72190,13500000,I-10,0,3,18240.817
72191,9000000,Bhara kahu,6,6,1089.004
72192,85000000,F-11,6,6,5445.0
72193,40000000,DHA Defence,7,7,4083.765
72194,50000000,DHA Defence,5,5,5445.0
72195,20000000,D-12,4,4,1361.255
72196,52500000,DHA Defence,9,8,5445.0
72197,11700000,F-17,6,6,2178.008
72198,29500000,G-15,7,6,38659.642
72199,16000000,CBR Town,6,5,2178.008
72200,45000000,DHA Defence,6,5,5445.0
72201,15500000,CBR Town,6,5,2178.008
72203,72500000,G-6,4,5,59895.0
72215,22000000,I-10,7,5,18240.817
72216,5800000,Ghauri Town,3,2,1089.004
72218,20000000,G-8,0,0,18240.817
72219,30000000,G-6,0,0,25319.343
72220,31000000,G-6,0,0,25319.343
72221,60000000,G-6,0,0,59895.0
72222,57500000,G-7,0,0,59895.0
72223,65000000,F-6,0,0,48460.67799999999
72224,11000000,Ghauri Town,5,4,1361.255
72225,11000000,Ghauri Town,5,4,1361.255
72226,37000000,DHA Defence,7,6,5445.0
72227,18000000,G-15,6,5,2178.008
72228,30000000,G-6,0,4,2178.008
72229,25000000,Bahria Town,6,5,2722.51
72230,25000000,Bahria Town,6,5,2722.51
72231,42500000,Bahria Town,6,5,5445.0
72232,42500000,Bahria Town,6,5,5445.0
72441,44500000,F-11,7,7,25319.343
72442,17000000,PWD Housing Scheme,4,5,2722.51
72443,35000000,DHA Defence,5,5,4356.016
72444,27000000,Bahria Town,6,5,2994.7609999999995
72445,27000000,Bahria Town,6,5,2994.7609999999995
72446,105000000,F-6,6,5,48460.67799999999
72447,44000000,F-11,7,6,25319.343
72448,2800000,DHA Defence,0,2,1361.255
72449,6300000,DHA Defence,0,3,2178.008
72450,7500000,DHA Defence,0,3,2178.008
72451,6800000,DHA Defence,0,3,2178.008
72452,4400000,DHA Defence,0,3,2178.008
72453,3600000,DHA Defence,0,2,1361.255
72454,45000000,DHA Defence,7,6,5445.0
72455,17000000,Bahria Town,3,3,1361.255
72456,42500000,F-11,7,7,2722.51
72457,14000000,PWD Housing Scheme,6,5,2722.51
72459,4000000,Burma Town,3,3,1089.004
72462,50000000,DHA Defence,0,6,5445.0
72463,14500000,G-13,3,6,11979.043999999998
72464,10500000,Ghauri Town,5,4,1361.255
72466,10500000,Garden Town,5,4,1361.255
72467,50000000,DHA Defence,5,5,5445.0
72468,15000000,G-13,4,4,1089.004
72469,32000000,Bahria Town,7,7,5445.0
72470,32000000,Bahria Town,7,8,5445.0
72471,46500000,Bahria Town,6,5,59895.0
72472,46500000,Bahria Town,6,5,59895.0
72473,39500000,Bahria Town,6,6,5445.0
72474,29500000,Bahria Town,6,5,2722.51
72475,5600000,Ghauri Town,3,3,1089.004
72476,175000000,F-7,0,10,10890.0
72477,16000000,National Police Foundation,5,5,2722.51
72710,24000000,I-9,0,0,1633.506
72711,31000000,G-9,0,0,2722.51
72712,20000000,G-9,2,3,1361.255
72713,40000000,G-9,4,5,3267.012
72714,26500000,G-8,3,4,2178.008
72715,21500000,G-8,2,2,1361.255
72716,4590000,Marwa Town,3,3,15246.056
72718,25000000,Zaraj Housing Scheme,0,8,33759.124
72719,18500000,Zaraj Housing Scheme,0,5,33759.124
72720,9500000,Soan Garden,4,4,1905.757
72721,42500000,DHA Defence,7,5,5445.0
72722,52500000,Bahria Town,6,6,5445.0
72723,148000000,F-6,8,8,48460.67799999999
72724,25000000,PWD Housing Scheme,6,6,5445.0
72725,12500000,CBR Town,4,4,1905.757
72726,11000000,CBR Town,4,4,1905.757
72727,62000000,I-8,7,7,38659.642
72728,140000000,F-8,5,4,70785.0
72729,130000000,F-8,7,6,59895.0
72730,120000000,F-7,7,6,5445.0
72733,50000000,G-9,6,5,3267.012
72735,10500000,Soan Garden,5,4,1361.255
72736,32500000,Bahria Town,5,5,2722.51
72737,15000000,Bahria Town,4,3,1361.255
72998,77500000,I-8,5,5,65340.0
73000,76800000,F-11,10,10,70785.0
73002,17000000,I-10,4,3,11979.043999999998
73003,14000000,Bahria Town,4,3,1361.255
73004,28500000,Bahria Town,5,5,2722.51
73005,14000000,Bahria Town,3,3,1361.255
73006,122500000,F-10,7,7,59895.0
73007,20000000,Bahria Town,5,4,2178.008
73008,18500000,G-10,4,4,19874.323
73009,75000000,G-10,6,6,5172.768999999999
73011,6000000,Bhara kahu,3,5,816.7529999999999
73012,14000000,Bahria Town,3,3,1361.255
73013,14000000,Bahria Town,3,3,1361.255
73014,28500000,Bahria Town,5,5,2722.51
73015,43000000,Bahria Town,6,4,5445.0
73016,42500000,F-11,6,6,2450.259
73017,32500000,G-13,7,6,1905.757
73018,5000000,Tarnol,4,4,2722.51
73019,185000000,F-8,6,6,119790.0
73020,190000000,F-6,5,5,103455.0
73021,190000000,F-8,6,6,136125.0
73022,280000000,F-7,7,7,21780.0
73023,72500000,F-10,6,6,59895.0
73024,22500000,Bahria Town,5,5,2722.51
73025,7800000,H-13,3,3,1361.255
73027,47500000,Bahria Town,6,5,5445.0
73236,6500000,DHA Defence,3,3,2178.008
73237,3400000,DHA Defence,2,2,1361.255
73238,6350000,DHA Defence,3,3,2178.008
73239,3750000,DHA Defence,2,2,1361.255
73241,57500000,DHA Defence,7,5,5445.0
73243,57000000,E-11,8,8,4356.016
73244,53000000,E-11,8,8,38659.642
73245,47000000,E-11,7,6,4356.016
73246,85000000,E-11,10,9,5445.0
73247,50000000,E-11,6,6,4356.016
73248,65000000,E-11,7,6,5445.0
73249,12500000,I-14,4,4,1361.255
73250,15200000,Bahria Town,4,4,1361.255
73252,8000000,C-18,4,4,15246.056
73254,4800000,DHA Defence,0,0,2178.008
73256,42500000,DHA Defence,0,7,4356.016
73257,37000000,DHA Defence,0,6,4356.016
73258,7500000,Ghauri Town,3,3,1361.255
73259,11000000,B-17,4,4,1361.255
73260,82500000,F-10,6,6,59895.0
73263,26000000,G-13,5,5,2178.008
73264,90000000,F-8,5,5,59895.0
