,price,location,baths,bedrooms,Total_Area
44639,22500000,Bahria Town,6,5,2722.51
44640,26000000,Bahria Town,6,5,2722.51
44641,17000000,G-15,5,5,2178.008
44642,17500000,G-15,5,5,2178.008
44643,17500000,G-15,5,5,2178.008
44644,17500000,G-15,5,5,2178.008
44645,45000000,G-9,5,4,38659.642
44646,6000000,Tarnol,0,0,1633.506
44647,55000000,I-8,6,6,2994.7609999999995
44649,24000000,G-6,2,3,1633.506
44650,280000000,F-7,0,0,21780.0
44651,300000000,F-7,0,0,10890.0
44652,15000000,F-17,7,6,2178.008
44653,22500000,B-17,5,6,2722.51
44872,6500000,Tarlai,0,0,1361.255
44873,32000000,G-13,7,6,2722.51
44880,7800000,Soan Garden,4,3,1361.255
44881,32500000,Bani Gala,0,0,59895.0
44885,45000000,F-11,6,7,25319.343
44886,6200000,H-13,3,3,15246.056
44887,25000000,G-6,3,6,2178.008
44889,40000000,DHA Defence,6,6,5445.0
44890,13000000,Islamabad Expressway,6,7,1361.255
44892,39000000,DHA Defence,6,5,5445.0
44893,41000000,DHA Defence,6,5,5445.0
44894,37500000,G-11,5,6,1905.757
45141,30000000,Bani Gala,6,6,5445.0
45142,1000000,Lehtarar Road,1,2,544.502
45143,23000000,PWD Housing Scheme,7,7,3267.012
45144,13500000,PWD Housing Scheme,4,4,2722.51
45145,19500000,PWD Housing Scheme,6,6,3267.012
45146,4500000,Zaraj Housing Scheme,3,4,1361.255
45147,16000000,G-13,5,3,11979.043999999998
45148,13000000,Bani Gala,5,4,2722.51
45149,140000000,I-8,0,0,5445.0
45150,5500000,Ghauri Town,3,3,1089.004
45151,26000000,G-13,5,5,1905.757
45152,15000000,G-14,0,0,12251.294999999998
45153,16000000,G-13,4,5,1089.004
45157,92000000,F-11,7,6,5445.0
45158,92000000,F-11,7,6,5445.0
45159,35000000,E-11,6,6,2178.008
45160,4500000,DHA Defence,2,2,1361.255
45162,32500000,DHA Defence,3,3,5445.0
45165,3800000,other,3,2,816.7529999999999
45166,5800000,Arsalan Town,3,3,1361.255
45167,55000000,DHA Defence,0,0,65340.0
45168,55000000,DHA Defence,0,0,65340.0
45169,12000000,Soan Garden,4,4,1633.506
45171,17500000,Shah Allah Ditta,5,5,5445.0
45172,4500000,Bhara kahu,3,2,1361.255
45174,4500000,Bhara kahu,3,2,1361.255
45176,250000000,F-6,0,0,16335.0
45177,7000000,DHA Defence,3,3,2178.008
45179,28500000,Bahria Town,7,5,2994.7609999999995
45180,8500000,Bani Gala,4,4,1361.255
45181,23500000,FECHS,6,6,3267.012
45183,3800000,DHA Defence,2,2,1361.255
45184,45000000,DHA Defence,8,7,5445.0
45185,42500000,G-13,9,7,3811.514
45186,13500000,G-14,6,6,1089.004
45429,92500000,F-11,5,5,5445.0
45431,17500000,Bahria Town,6,5,2722.51
45432,20000000,I-10,4,4,1361.255
45433,15000000,Soan Garden,4,3,5445.0
45434,6850000,DHA Defence,4,3,2178.008
45435,13500000,FECHS,6,4,1905.757
45438,5400000,Jhang Syedan,4,3,1361.255
45439,6000000,Ghauri Town,2,2,1633.506
45440,50000000,Bahria Town,6,7,5445.0
45443,4800000,Gulberg,2,2,816.7529999999999
45444,3600000,Burma Town,2,2,816.7529999999999
45445,13000000,G-11,3,3,1089.004
45446,31000000,Bahria Town,6,5,2722.51
45447,4500000,Bhara kahu,2,2,9528.785
45448,12500000,Soan Garden,5,5,1905.757
45449,11500000,Pakistan Town,5,4,1361.255
45451,62000000,G-10,10,10,3267.012
45452,16500000,Soan Garden,8,6,2722.51
45453,11200000,Bhara kahu,3,3,2722.51
45454,17500000,D-12,0,5,1089.004
45455,110000000,F-8,8,9,98010.0
45456,15000000,National Police Foundation O-9,6,5,27497.351
45458,17000000,B-17,4,4,29675.359
45700,9700000,Ghauri Town,5,4,1361.255
45702,27500000,G-13,5,5,2178.008
45703,45000000,Bani Gala,6,8,59895.0
45704,55000000,G-9,6,6,3267.012
45705,65000000,F-11,7,9,5445.0
45706,12500000,Pakistan Town,3,3,3267.012
45708,38500000,G-9,5,5,38659.642
45709,9500000,FECHS,3,3,20418.825
45711,44000000,F-11,8,7,25319.343
45712,16000000,G-13,4,3,1089.004
45715,3600000,DHA Defence,2,2,1361.255
45716,7000000,DHA Defence,3,3,2178.008
45719,38500000,G-9,5,5,38659.642
45720,35000000,G-13,8,7,2722.51
45721,35000000,G-13,8,7,2722.51
45722,32500000,E-11,5,5,2450.259
45989,22500000,G-15,7,7,3267.012
45992,26000000,F-15,6,6,3267.012
45994,250000000,F-8,0,0,98010.0
45995,120000000,F-7,0,0,70785.0
45996,230000000,F-8,0,0,185130.0
45998,35000000,G-10,5,5,2722.51
45999,19000000,G-11,3,3,1361.255
46001,46000000,E-11,7,7,4356.016
46005,12500000,G-13,4,4,1089.004
46006,55000000,I-8,6,6,38659.642
46007,37500000,G-11,5,6,1905.757
46008,35000000,E-11,6,6,1633.506
46009,16500000,Faisal Town - F-18,7,6,2178.008
46010,21000000,Korang Town,8,6,3267.012
46011,6500000,DHA Defence,3,3,2178.008
46012,5200000,other,3,2,1905.757
46013,7200000,Bani Gala,4,4,1361.255
46014,26500000,I-9,3,5,25319.343
46016,18000000,other,5,4,2178.008
46017,29000000,B-17,6,9,5445.0
46018,19500000,F-17,7,6,2722.51
46020,15500000,Bani Gala,0,0,1905.757
46238,90000000,E-11,0,0,76230.0
46239,24000000,Bahria Town,6,5,2722.51
46240,12000000,Naval Anchorage,3,3,1361.255
46241,33500000,Bahria Town,8,8,2722.51
46242,33500000,Bahria Town,8,8,2722.51
46243,51000000,G-11,10,10,38659.642
46244,60000000,F-11,4,4,4356.016
46245,55000000,F-11,5,5,4356.016
46246,11000000,National Police Foundation,6,4,1905.757
46247,85000000,F-10,5,5,70785.0
46248,70000000,F-10,6,5,70785.0
46249,75000000,F-10,6,6,5445.0
46250,65000000,F-10,5,5,5445.0
46251,100000000,F-10,8,7,10890.0
46252,15000000,Naval Anchorage,6,6,1361.255
46257,26500000,G-11,5,5,14973.804999999998
46258,35000000,G-11,6,5,1905.757
46259,25200000,G-13,8,7,2178.008
46260,20000000,DHA Defence,0,0,2994.7609999999995
46261,40000000,G-13,8,8,2722.51
46262,47500000,DHA Defence,8,6,5445.0
46263,17500000,G-13,5,5,1089.004
46264,3800000,Bani Gala,3,3,1361.255
46265,15000000,Bahria Town,4,3,2722.51
46266,15000000,Bahria Town,4,3,1361.255
46267,63500000,F-11,6,6,5445.0
46268,21000000,G-10,5,4,1361.255
46269,9500000,Chak Shahzad,6,6,1633.506
46270,13000000,FECHS,6,5,1905.757
46271,14500000,H-13,4,6,19602.072
46273,74000000,F-11,6,6,70785.0
46274,35500000,DHA Defence,6,6,5445.0
46519,15000000,G-13,5,3,11979.043999999998
46520,30000000,Soan Garden,8,7,5445.0
46521,14000000,Soan Garden,5,4,1633.506
46523,14000000,Soan Garden,5,4,1633.506
46524,41000000,G-9,6,6,29675.359
46525,14200000,FECHS,5,5,1905.757
46526,29500000,E-11,6,5,18240.817
46528,4600000,Jhangi Syedan,4,3,9528.785
46530,40000000,F-11,6,6,2450.259
46531,65000000,E-11,6,6,5445.0
46532,25000000,CBR Town,0,0,38659.642
46533,70000000,I-8,6,6,65340.0
46534,150000000,F-10,10,9,70785.0
46535,24000000,Naval Anchorage,6,6,3811.514
46537,55000000,E-11,6,5,4356.016
46539,26000000,Bahria Town,6,5,2722.51
46540,26000000,Bahria Town,6,5,2722.51
46542,11500000,Tarnol,4,3,2722.51
46544,30000000,other,8,8,5445.0
46545,27000000,G-13,0,5,2178.008
46546,61000000,G-13,0,0,5445.0
46548,48000000,E-11,7,7,3811.514
46549,280000000,F-8,0,0,21780.0
46550,250000000,F-7,0,0,114345.0
46551,95000000,F-7,0,0,5445.0
46552,20500000,G-10,2,3,1633.506
46553,7100000,Ghauri Town,3,3,1089.004
46554,21500000,Bahria Town,6,5,2722.51
46555,42500000,Bahria Town,7,6,5445.0
46801,3500000,DHA Defence,0,0,1361.255
46803,14000000,PWD Housing Scheme,5,5,25319.343
46804,20000000,I-10,5,5,1361.255
47021,43500000,F-11,7,7,2722.51
47022,6500000,Bahria Town,2,2,1361.255
47023,16500000,CBR Town,6,4,1905.757
47024,23000000,CBR Town,6,6,3267.012
47025,4450000,Jhangi Syedan,3,3,15246.056
47026,15000000,Bahria Town,3,3,1361.255
47029,19800000,DHA Defence,4,3,2994.7609999999995
47030,9000000,Ghauri Town,6,4,1361.255
47032,42500000,Bahria Town,8,6,5445.0
47063,42500000,Bahria Town,8,6,5445.0
47064,115000000,F-10,8,7,59895.0
47066,50000000,E-11,8,7,4356.016
47067,16300000,G-13,5,5,1089.004
47069,35500000,G-13,7,7,2722.51
47070,6500000,Bani Gala,3,3,1361.255
47072,33500000,National Police Foundation O-9,8,6,5445.0
47073,4500000,Bani Gala,0,0,12251.294999999998
47076,9200000,Ghauri Town,5,5,1361.255
47077,12500000,Ghauri Town,7,5,1633.506
47078,13000000,Soan Garden,5,4,1633.506
47079,42000000,I-8,4,4,38659.642
47080,41000000,I-8,4,4,38659.642
47081,6700000,Ghauri Town,3,2,1361.255
47082,16500000,G-13,0,0,11979.043999999998
47083,35000000,Bani Gala,6,6,5445.0
47084,14000000,G-13,0,0,11979.043999999998
47088,22000000,G-11,2,4,1905.757
47089,16500000,D-17,7,6,25319.343
47090,7500000,Ghauri Town,3,2,1633.506
47091,16000000,D-12,5,4,1361.255
47092,12200000,I-10,2,4,11979.043999999998
47093,17000000,Soan Garden,7,6,2722.51
47095,14500000,G-13,0,0,1089.004
47096,34000000,G-13,0,0,29675.359
47334,58500000,G-9,4,5,3811.514
47335,45000000,F-11,7,7,25319.343
47336,53500000,E-11,6,6,5445.0
47337,155000000,G-11,3,4,190575.0
47339,65000000,I-8,6,10,38659.642
47340,100000000,F-6,5,6,87120.0
47341,35000000,G-15,0,3,3267.012
47342,55000000,DHA Defence,6,6,5445.0
47346,7600000,DHA Defence,3,3,2178.008
47566,23000000,D-12,5,5,1361.255
47567,52500000,other,0,10,5445.0
47568,20500000,G-11,3,4,15246.056
47836,24500000,G-13,0,0,2178.008
47837,24500000,G-13,0,0,2178.008
47838,92500000,F-11,7,7,5445.0
47839,9500000,Bani Gala,3,3,1905.757
47840,57000000,I-8,0,6,2722.51
47841,26000000,G-13,0,0,2178.008
47842,28000000,I-10,4,7,25319.343
47843,125000000,F-7,0,0,65340.0
47844,16000000,I-10,6,6,1089.004
47847,27500000,E-11,4,4,1633.506
47849,35000000,G-15,10,11,3539.263
47850,8500000,B-17,4,4,15246.056
47851,43500000,F-6,4,4,29130.857
47852,6500000,Bhara kahu,3,2,1361.255
47855,23500000,I-10,3,3,18240.817
47856,22000000,I-10,0,0,1361.255
47857,65000000,I-8,0,6,33759.124
47858,30000000,B-17,6,6,5445.0
47860,55000000,F-11,4,4,4356.016
47861,14000000,CBR Town,7,6,2178.008
47862,60000000,G-7,5,5,59895.0
47863,9800000,Kuri Road,6,7,1361.255
47865,8300000,Ghauri Town,6,4,1361.255
48075,45000000,B-17,6,5,5445.0
48077,24500000,CBR Town,6,6,38659.642
48078,24000000,CBR Town,6,6,38659.642
48079,23500000,CBR Town,6,6,38659.642
48080,13500000,CBR Town,6,5,2178.008
48081,4000000,Jhangi Syedan,3,3,1361.255
48082,3000000,Koral Town,0,2,6806.275
48083,8300000,Korang Town,2,2,1633.506
48085,45000000,G-13,0,0,38659.642
48086,40000000,I-8,0,0,38659.642
48087,15000000,Soan Garden,2,2,2722.51
48088,9500000,other,4,4,2722.51
48091,260000000,F-8,5,5,196020.0
48092,2200000,other,2,2,8712.032
48093,50000000,G-9,4,5,3811.514
48094,28000000,E-11,5,5,1633.506
48097,260000000,F-7,0,0,196020.0
48098,350000000,F-7,0,0,21780.0
48101,75000000,F-11,0,5,5445.0
48102,13000000,Bahria Town,4,3,1361.255
48103,14000000,G-13,5,5,11979.043999999998
48120,10500000,Ghauri Town,5,4,1361.255
48121,150000000,F-11,6,10,87120.0
48122,12500000,Bahria Town,4,3,1361.255
48123,55000000,G-9,6,7,3267.012
48124,17000000,B-17,4,4,2178.008
48343,4700000,Bhara kahu,3,3,1361.255
48346,11000000,Bhara kahu,5,4,2178.008
48347,9900000,other,6,0,1361.255
48348,8200000,H-13,2,2,1361.255
48351,5200000,Faisal Town - F-18,0,0,2178.008
48352,5500000,DHA Defence,4,3,2178.008
48354,44500000,DHA Defence,6,6,5445.0
48631,11000000,Ghauri Town,5,4,1361.255
48632,13000000,Ghauri Town,6,6,1361.255
48633,11000000,Pakistan Town,0,0,1361.255
48634,17000000,Park Road,6,7,2450.259
48635,17000000,F-17,6,5,2178.008
48638,49500000,G-13,7,6,5445.0
48639,21500000,Bahria Town,7,5,2178.008
48640,15000000,G-13,4,3,11979.043999999998
48641,15000000,Ghauri Town,0,0,3267.012
48642,8500000,Ghauri Town,4,6,1089.004
48643,17500000,D-12,5,4,11979.043999999998
48645,14500000,G-13,5,5,1089.004
48646,34000000,G-13,6,6,2722.51
48647,9000000,DHA Defence,3,3,2178.008
48648,7300000,DHA Defence,3,3,2178.008
48649,7600000,DHA Defence,3,3,2178.008
48650,6000000,DHA Defence,3,3,2178.008
48651,6050000,DHA Defence,3,3,2178.008
48652,2950000,DHA Defence,2,2,1361.255
48653,7600000,DHA Defence,3,3,2178.008
48654,3450000,DHA Defence,2,2,1361.255
48656,31500000,G-10,6,5,19874.323
48657,55000000,E-11,5,5,3811.514
48661,9300000,Ghauri Town,0,0,1361.255
48662,8800000,FECHS,3,2,1905.757
48863,37000000,G-13,8,8,27497.351
48864,48000000,I-8,6,6,29130.857
48865,54000000,DHA Defence,6,5,5445.0
48866,39000000,DHA Defence,6,5,5445.0
48868,27000000,other,5,5,2178.008
48869,45000000,Bhara kahu,0,0,10890.0
48870,55000000,G-15,4,4,5445.0
48871,40000000,other,5,5,59895.0
48872,24000000,Bahria Town,6,5,2722.51
48873,42500000,Bahria Town,7,6,5445.0
48874,6900000,other,5,4,15246.056
48875,26500000,Bahria Town,6,5,2722.51
48876,16200000,G-13,5,4,11979.043999999998
48877,1600000,other,2,2,816.7529999999999
48878,35000000,G-13,0,0,29675.359
48879,35000000,G-15,10,11,38659.642
48881,27500000,G-13,4,4,2178.008
48882,11000000,Bhara kahu,8,8,2722.51
48883,22500000,Bahria Town,6,5,2722.51
48885,31000000,G-15,7,7,3539.263
48886,45000000,Soan Garden,10,11,10890.0
48887,14500000,Bahria Town,6,5,1905.757
48888,42500000,Bahria Town,6,6,5445.0
48889,6500000,Ghauri Town,4,3,1361.255
49116,17500000,Bani Gala,6,6,2722.51
49117,4500000,Khanna Pul,2,2,1089.004
49119,9500000,H-13,6,6,1361.255
49120,72000000,F-10,6,6,5445.0
49121,85000000,F-10,6,6,70785.0
49122,125000000,F-10,9,9,136125.0
49123,26500000,G-13,7,6,1905.757
49124,12200000,I-10,2,4,1089.004
49128,31000000,I-10,8,7,2178.008
49129,15500000,I-10,5,5,1089.004
49132,7000000,other,5,4,1361.255
49133,65000000,F-11,6,6,5445.0
49134,8800000,Ghauri Town,5,5,1361.255
49135,14500000,G-13,0,0,1089.004
49136,4500000,Bhara kahu,0,0,2178.008
49137,24000000,G-10,9,9,1361.255
49139,24000000,Bahria Town,6,5,2722.51
49140,19500000,Bahria Town,6,5,2722.51
49141,20500000,Bahria Town,6,5,2722.51
49142,23000000,Bahria Town,5,4,2722.51
49143,15500000,Bahria Town,6,5,2722.51
49144,7000000,DHA Defence,3,3,2178.008
49145,19500000,B-17,6,6,5445.0
49147,35000000,G-11,4,4,2178.008
49148,18500000,G-15,4,4,1905.757
49149,13000000,Ghauri Town,8,8,2722.51
49150,12500000,Ghauri Town,4,4,1361.255
49151,12500000,Ghauri Town,5,4,1361.255
49152,8000000,Bhara kahu,3,3,2178.008
49153,47500000,DHA Defence,6,6,87120.0
49155,29500000,G-11,4,4,2178.008
49156,18000000,National Police Foundation O-9,6,5,2722.51
49158,16000000,Zaraj Housing Scheme,6,4,3811.514
49159,31000000,Bahria Town,5,5,2722.51
49160,100000000,F-7,0,6,70785.0
49161,100000000,F-7,0,6,70785.0
49162,100000000,F-7,0,0,5445.0
49163,120000000,F-6,0,0,59895.0
49164,210000000,F-8,0,0,21780.0
49165,7000000,DHA Defence,3,3,2178.008
49409,90000000,E-11,0,0,76230.0
49410,17500000,DHA Defence,4,3,3267.012
49413,50000000,DHA Defence,6,8,5445.0
49414,5000000,Shaheen Town,3,2,12251.294999999998
49415,23500000,CBR Town,6,6,3267.012
49416,40000000,DHA Defence,6,5,5445.0
49417,17500000,National Police Foundation O-9,0,0,2722.51
49419,19000000,Zaraj Housing Scheme,5,4,2722.51
49420,13000000,Ghauri Town,6,4,1361.255
49424,70000000,E-11,8,7,5445.0
49425,20500000,G-10,2,3,1633.506
49426,35000000,DHA Defence,6,7,5445.0
49427,19500000,DHA Defence,5,5,2994.7609999999995
49428,140000000,F-8,0,0,53088.94499999999
49429,165000000,F-7,8,7,70785.0
49431,80000000,F-10,0,0,5445.0
49432,135000000,F-10,10,9,130680.0
49433,135000000,F-10,10,9,130680.0
49435,10500000,Ghauri Town,5,4,1361.255
49436,2800000,Burma Town,2,3,6806.275
49437,14000000,Bani Gala,7,5,1633.506
49438,9900000,Soan Garden,0,4,1633.506
49439,22500000,G-9,3,4,17968.566
49683,14500000,G-13,0,0,1089.004
49684,85000000,F-8,3,3,5445.0
49685,8500000,other,3,3,2722.51
49686,4800000,I-13,0,0,1089.004
49687,6000000,I-13,0,0,1089.004
49688,30000000,DHA Defence,6,6,5445.0
49689,25500000,G-13,5,5,2178.008
49690,20000000,Soan Garden,5,4,3811.514
49691,105000000,F-11,10,10,5445.0
49693,8600000,Simly Dam Road,3,3,2178.008
49694,14800000,Bahria Town,4,3,1361.255
49695,49500000,Bahria Town,10,7,5445.0
49696,16000000,I-10,0,0,1633.506
49697,8600000,Bhara kahu,3,3,2178.008
49699,35000000,B-17,6,6,5445.0
49700,46000000,E-11,7,7,4356.016
49702,9500000,Ghauri Town,4,4,13068.048
49703,290000000,E-7,5,5,136125.0
49705,65000000,F-11,5,5,5445.0
49709,1800000,Tarlai,1,1,544.502
49943,100000000,F-8,4,4,5445.0
49944,18500000,Bahria Town,6,5,2722.51
49945,15500000,Korang Town,4,4,3267.012
49946,14500000,F-17,6,6,2178.008
49947,30000000,DHA Defence,4,4,2722.51
49948,16000000,G-13,5,3,1089.004
49949,9700000,FECHS,4,4,1905.757
49950,77000000,F-10,5,5,5445.0
49951,74000000,F-10,5,5,5445.0
49952,73000000,F-10,5,5,5445.0
49953,72000000,F-10,5,5,5445.0
49954,82000000,F-11,5,6,5445.0
49955,81000000,F-11,5,6,5445.0
49956,89000000,F-10,5,5,5445.0
49957,88000000,F-10,5,5,5445.0
49958,86000000,F-10,5,5,5445.0
49959,85000000,F-10,5,5,5445.0
49960,84000000,F-10,5,5,5445.0
49961,25000000,G-13,5,5,1905.757
49962,70000000,F-10,5,5,5445.0
49963,94000000,F-11,6,7,70785.0
49964,83000000,F-10,5,5,5445.0
49965,93000000,F-11,6,7,70785.0
49966,82000000,F-10,5,5,5445.0
49967,92000000,F-11,6,7,70785.0
49968,81000000,F-10,5,5,5445.0
49969,91000000,F-11,6,7,70785.0
49970,80000000,F-10,5,5,5445.0
49971,90000000,F-11,6,7,70785.0
49972,79000000,F-10,5,5,5445.0
49973,89000000,F-11,6,7,70785.0
49974,86000000,F-11,5,6,5445.0
49975,71000000,F-10,5,5,5445.0
49976,4800000,Alipur Farash,4,4,1361.255
49980,14500000,I-10,2,4,1633.506
49981,35000000,CBR Town,8,8,92565.0
49982,21500000,Kuri Road,4,4,38659.642
49984,4900000,Thanda Pani,0,0,1361.255
49986,70000000,E-11,9,9,5445.0
50233,400000000,F-6,5,5,212355.0
50234,4500000,Koral Town,3,4,816.7529999999999
50235,230000000,F-7,6,6,136125.0
50236,240000000,F-7,6,5,130680.0
50237,220000000,F-6,0,0,10890.0
50239,9000000,Soan Garden,4,4,1633.506
50240,27500000,Bahria Town,6,5,2722.51
50241,15000000,Park Road,6,6,12795.797
50242,18500000,G-15,5,5,2178.008
50243,75000000,E-11,10,9,5445.0
50244,10000000,Ghauri Town,5,4,1361.255
50245,48500000,I-8,7,7,33759.124
50246,45000000,I-8,7,7,33759.124
50249,14000000,Margalla Town,5,3,1089.004
50250,6200000,Ghauri Town,3,2,1361.255
50251,8500000,other,0,7,1361.255
50252,6500000,Khanna Pul,3,2,1361.255
50253,23500000,G-15,6,6,38659.642
50254,13500000,CBR Town,5,4,2450.259
50256,7000000,C-18,0,4,1361.255
50257,26500000,I-10,0,0,2178.008
50516,15500000,G-15,5,5,2178.008
50518,19500000,G-15,0,0,2178.008
50519,37500000,E-11,5,4,2722.51
50521,45000000,B-17,6,5,5445.0
50522,44000000,F-11,5,5,25319.343
50530,140000000,F-8,6,5,5445.0
50532,6800000,Gulberg,6,6,15246.056
50533,30000000,I-10,4,4,25319.343
50534,6200000,Ghauri Town,3,2,1361.255
50535,43500000,Bahria Town,6,5,5445.0
50536,43500000,Bahria Town,6,5,5445.0
50537,32500000,Bahria Town,6,5,92565.0
50539,12000000,Park Road,5,4,1361.255
50540,29000000,G-11,5,5,1905.757
50785,45000000,DHA Defence,5,5,5445.0
50788,115000000,F-8,0,0,70785.0
50789,142500000,F-8,0,0,59895.0
50790,105000000,F-7,0,0,5445.0
50792,11000000,FECHS,4,4,1905.757
50793,2800000,other,0,0,3267.012
50797,29000000,other,6,9,5445.0
50798,7900000,Ghauri Town,0,0,1361.255
50800,35000000,DHA Defence,7,7,3539.263
50801,10500000,H-13,6,5,1361.255
50802,19000000,G-10,2,3,18240.817
50803,17000000,PWD Housing Scheme,4,4,2722.51
50804,15000000,PWD Housing Scheme,5,5,2722.51
50805,24000000,CBR Town,7,7,3267.012
50806,13500000,CBR Town,7,5,1905.757
50807,26000000,F-17,7,7,38659.642
50808,28000000,G-13,5,5,1905.757
50810,3600000,Alipur Farash,2,3,1089.004
50811,36000000,DHA Defence,0,5,5445.0
50812,28000000,DHA Defence,0,0,3539.263
51021,40000000,G-9,5,5,38659.642
51022,170000000,G-6,5,5,130680.0
51023,24500000,Bani Gala,6,5,34031.375
51024,40000000,F-17,7,7,5445.0
51025,26000000,F-17,6,6,3811.514
51026,14500000,F-17,4,4,1905.757
51027,13000000,D-17,5,6,1633.506
51028,43500000,Bahria Town,6,5,5445.0
51029,19000000,G-15,3,3,1905.757
51030,31500000,Bahria Town,7,6,3811.514
51031,37500000,G-11,5,4,2178.008
51033,15000000,Bahria Town,6,4,1361.255
51034,45000000,DHA Defence,6,5,5445.0
51035,11500000,FECHS,6,4,2178.008
51036,24500000,DHA Defence,8,6,4356.016
51038,60000000,E-11,7,5,5445.0
51039,25000000,E-11,7,5,17968.566
51040,16000000,G-13,4,3,1089.004
51041,2200000,Lehtarar Road,2,2,544.502
51042,3800000,DHA Defence,2,2,1361.255
51277,6000000,Ghauri Town,3,2,1361.255
51278,7000000,DHA Defence,3,3,2178.008
51285,43500000,E-11,6,6,34031.375
51286,2300000,DHA Defence,2,2,1361.255
51287,28000000,G-15,7,7,38659.642
51288,9000000,Ghauri Town,0,0,1633.506
51289,15000000,Bhara kahu,7,7,2994.7609999999995
51290,10500000,Ghauri Town,5,4,1361.255
51291,65000000,Bahria Town,6,5,81675.0
51292,10400000,Ghauri Town,5,4,1361.255
51293,19000000,D-12,3,3,1089.004
51294,8700000,Bani Gala,4,4,1089.004
51296,8500000,Shaheen Town,0,0,1361.255
51297,12500000,Bhara kahu,5,4,5445.0
51298,4500000,Bhara kahu,4,4,816.7529999999999
51299,28000000,E-11,5,5,18240.817
51301,300000000,E-7,8,7,103455.0
51302,17500000,other,4,4,2178.008
51303,3300000,Bhara kahu,2,2,1089.004
51304,29000000,F-17,6,8,5445.0
51524,54000000,DHA Defence,6,5,5445.0
51525,28500000,E-11,4,4,2178.008
51526,47500000,DHA Defence,9,7,5445.0
51527,7500000,Ghauri Town,3,3,1361.255
51528,115000000,F-10,8,7,5445.0
51529,500000000,F-7,10,11,21780.0
51530,65000000,I-8,3,3,65340.0
51531,210000000,F-10,10,9,130680.0
51532,3500000,DHA Defence,2,2,1361.255
51533,22000000,Bani Gala,0,0,2994.7609999999995
51537,100000000,F-6,5,5,76230.0
51539,14500000,Ghauri Town,6,5,1905.757
51540,7000000,Ghauri Town,3,3,1361.255
51541,5800000,Ghauri Town,0,0,1089.004
51543,55000000,DHA Defence,8,7,5445.0
51544,11000000,Soan Garden,4,4,1633.506
51545,14000000,Bahria Town,3,3,1361.255
51546,27000000,I-10,6,10,2178.008
51548,26000000,E-11,4,5,18240.817
51549,36000000,Korang Town,8,8,70785.0
51550,18000000,G-11,1,2,1361.255
51552,16900000,F-17,6,5,2178.008
51814,180000000,F-6,0,8,10890.0
51815,130000000,G-6,3,5,87120.0
51816,6000000,other,3,2,2722.51
51817,90000000,F-11,0,10,70785.0
51818,3500000,Lehtarar Road,3,2,1361.255
51819,49000000,G-10,5,5,38659.642
51820,6000000,Ghauri Town,3,2,1089.004
51821,6800000,Soan Garden,0,3,1089.004
51822,11000000,Royal Avenue,0,2,1361.255
51823,14000000,Green Avenue,0,5,14973.804999999998
51825,72000000,G-11,6,7,5445.0
51826,250000000,F-8,6,7,114345.0
51827,26000000,G-11,4,4,2178.008
51828,80000000,F-7,5,8,59895.0
51829,2150000,Ali Pur,2,2,6534.023999999999
51833,5500000,Bani Gala,3,2,1361.255
51834,8500000,Bani Gala,0,4,1633.506
51835,9000000,Bani Gala,0,4,14973.804999999998
51836,280000000,F-7,0,0,10890.0
